transaction_id,user_id,transaction_amount,transaction_type,payment_mode,device_type,device_location,account_age_days,transaction_hour,previous_failed_attempts,avg_transaction_amount,is_international,ip_risk_score,login_attempts_last_24h,fraud_label
T2961,U8755,9802.27,Withdrawal,UPI,Web,Hyderabad,1940,8,2,2967.33,0,0.066,3,0
T2962,U6867,17299.83,Transfer,UPI,Android,Chennai,283,9,3,28166.14,0,0.945,3,0
T2963,U9231,16813.74,Payment,NetBanking,Web,Mumbai,1334,6,2,16889.63,0,0.074,4,0
T2964,U5846,48927.35,Payment,Wallet,Web,Bangalore,1054,18,0,10767.36,0,0.895,3,0
T2965,U8024,42834.03,Withdrawal,Card,Web,Delhi,1557,23,2,8608.79,0,0.261,2,0
T2966,U3113,35073.43,Transfer,UPI,iOS,Hyderabad,1789,1,2,6350.31,0,0.987,6,0
T2967,U3101,36366.49,Transfer,UPI,iOS,Delhi,624,7,3,16756.53,0,0.521,1,0
T2968,U9815,28125.54,Transfer,Wallet,Web,Hyderabad,285,6,4,28385.91,0,0.018,5,0
T2969,U1033,47357.18,Payment,Card,iOS,Bangalore,1040,4,2,5546.46,0,0.283,6,0
T2970,U8983,24838.12,Payment,UPI,iOS,Bangalore,1892,3,3,13141.39,0,0.94,1,0
T2971,U3553,19056.86,Transfer,UPI,Android,Bangalore,1025,10,0,6195.06,0,0.3,1,0
T2972,U7691,8193.62,Transfer,Card,iOS,Bangalore,1488,9,2,5351.35,0,0.36,7,0
T2973,U2697,39320.97,Withdrawal,UPI,Android,Mumbai,1163,0,2,26015.58,0,0.044,6,0
T2974,U1712,36735.47,Withdrawal,Card,iOS,Mumbai,1332,3,0,7932.68,0,0.253,9,0
T2975,U1328,19248.53,Transfer,Wallet,Web,Hyderabad,106,21,1,7514.36,0,0.259,4,0
T2976,U7107,1308.41,Transfer,UPI,iOS,Mumbai,286,5,4,27302.79,0,0.716,3,0
T2977,U4128,41957.92,Payment,Wallet,iOS,Hyderabad,1318,17,0,11642.6,0,0.506,6,0
T2978,U5111,620.33,Transfer,Card,Android,Mumbai,809,12,0,360.63,1,0.161,8,0
T2979,U5717,35199.8,Withdrawal,Wallet,Web,Mumbai,1206,12,0,21663.45,0,0.796,5,0
T2980,U1209,48514.34,Payment,Wallet,Android,Mumbai,341,0,1,15558.66,0,0.612,3,0
T2981,U7688,21911.18,Withdrawal,Wallet,Web,Chennai,214,3,0,23246.53,0,0.268,3,0
T2982,U6692,11786.92,Withdrawal,NetBanking,Web,Bangalore,112,3,1,17151.81,0,0.224,1,0
T2983,U7419,35258.31,Payment,Card,Android,Chennai,1013,17,4,10602.89,0,0.925,6,0
T2984,U1197,40865.55,Withdrawal,Card,iOS,Mumbai,1658,23,1,2090.27,1,0.637,7,0
T2985,U3282,27344.19,Transfer,Card,Web,Mumbai,964,17,4,25991.51,0,0.807,9,0
T2986,U9350,48353.41,Withdrawal,Card,iOS,Chennai,369,17,4,6291.83,0,0.226,6,0
T2987,U2584,2630.85,Payment,Card,Android,Hyderabad,1164,14,4,29143.3,0,0.589,8,0
T2988,U7952,25264.54,Payment,UPI,Android,Bangalore,48,17,3,7450.47,0,0.053,6,0
T2989,U1322,35936.77,Payment,UPI,Android,Hyderabad,316,14,4,24828.36,0,0.595,2,1
T2990,U7776,43138.89,Withdrawal,UPI,Android,Bangalore,893,16,1,23683.57,0,0.204,3,0
T2991,U7967,9003.82,Transfer,Wallet,Web,Delhi,529,4,3,13936.14,0,0.669,1,0
T2992,U9729,40010.17,Payment,Wallet,Android,Bangalore,887,10,0,12110.95,0,0.932,5,0
T2993,U5911,27657.72,Transfer,Card,iOS,Hyderabad,55,15,0,21127.46,0,0.459,6,0
T2994,U5268,19857.86,Payment,NetBanking,iOS,Bangalore,203,19,2,15903.72,0,0.305,6,0
T2995,U1149,6629.17,Transfer,Card,Web,Delhi,1551,1,4,18995.55,0,0.123,2,0
T2996,U4295,43271.52,Transfer,UPI,Android,Delhi,1913,16,2,14159.44,1,0.671,1,0
T2997,U9027,7905.8,Transfer,Card,Web,Mumbai,1603,0,4,16758.92,0,0.584,7,0
T2998,U1338,15523.9,Payment,Wallet,Web,Delhi,1202,17,4,5755.59,0,0.545,4,0
T2999,U8787,14537.77,Withdrawal,Card,Web,Chennai,1155,16,1,1756.35,0,0.936,9,0
T3000,U9431,43577.13,Withdrawal,UPI,Android,Hyderabad,258,17,1,10742.12,0,0.978,8,0
T3001,U2517,33651.51,Withdrawal,Card,iOS,Chennai,1022,18,0,14029.27,0,0.717,6,0
T3002,U5056,39844.24,Transfer,Wallet,iOS,Chennai,216,4,3,27190.29,0,0.196,3,0
T3003,U9908,12560.87,Payment,NetBanking,Web,Hyderabad,124,12,0,12476.79,0,0.947,8,0
T3004,U6997,31262.46,Transfer,UPI,Web,Chennai,248,23,4,13074.17,0,0.345,1,0
T3005,U1976,28608.71,Payment,Card,iOS,Chennai,575,22,3,20277.46,0,0.079,9,0
T3006,U7982,41649.88,Transfer,Wallet,iOS,Chennai,1109,5,2,6282.91,0,0.241,9,0
T3007,U7112,45309.05,Payment,UPI,Android,Delhi,1202,12,4,26162.02,0,0.83,8,0
T3008,U3222,657.23,Payment,UPI,Web,Hyderabad,1081,17,1,12886.47,0,0.204,4,0
T3009,U2855,33717.29,Payment,Wallet,Android,Hyderabad,745,3,0,27930.53,0,0.395,9,0
T3010,U1526,2639.2,Transfer,Card,iOS,Hyderabad,1103,8,0,8210.92,0,0.274,9,0
T3011,U4915,27465.49,Withdrawal,Card,iOS,Chennai,517,22,2,14021.21,0,0.048,5,1
T3012,U7145,14417.25,Transfer,Card,iOS,Delhi,164,2,0,23367.02,0,0.562,6,0
T3013,U6023,15373.49,Transfer,UPI,iOS,Hyderabad,1592,21,0,16722.21,0,0.629,7,0
T3014,U9698,17680.28,Payment,NetBanking,Android,Bangalore,470,23,3,19871.24,1,0.791,9,0
T3015,U2837,31083.56,Payment,UPI,iOS,Hyderabad,1406,23,4,8492.82,0,0.415,7,0
T3016,U7245,16735.8,Withdrawal,Card,Web,Mumbai,800,7,3,9920.93,0,0.141,1,0
T3017,U9775,36648.32,Withdrawal,UPI,iOS,Bangalore,1235,12,3,15277.64,0,0.652,9,0
T3018,U7793,20256.14,Payment,NetBanking,Web,Hyderabad,663,23,0,6154.15,0,0.89,6,0
T3019,U4126,3464.24,Withdrawal,UPI,iOS,Chennai,326,21,4,3876.55,0,0.12,2,0
T3020,U3091,39198.8,Withdrawal,Wallet,Android,Hyderabad,460,10,0,25329.69,0,0.183,9,0
T3021,U1033,14323.63,Payment,Card,Web,Delhi,1671,9,0,23268.14,0,0.329,1,0
T3022,U4559,21666.71,Transfer,Card,Android,Delhi,1877,10,3,27968.5,0,0.65,5,0
T3023,U9302,34287.92,Withdrawal,Card,iOS,Hyderabad,1698,2,1,17637.9,0,0.524,9,0
T3024,U9787,16656.19,Payment,UPI,Android,Chennai,586,13,1,12665.93,0,0.712,1,0
T3025,U6512,2876.45,Withdrawal,UPI,iOS,Chennai,1129,13,3,3180.33,0,0.031,2,0
T3026,U6062,18727.36,Withdrawal,UPI,Android,Chennai,1953,18,3,25528.98,0,0.81,7,0
T3027,U4607,47225.21,Payment,Card,Android,Hyderabad,1726,3,0,13742.15,0,0.987,2,0
T3028,U5671,32104.63,Withdrawal,UPI,Web,Hyderabad,505,0,4,16877.9,0,0.047,9,0
T3029,U7332,33590.38,Withdrawal,Card,iOS,Mumbai,371,1,0,9474.35,0,0.495,9,1
T3030,U4176,31632.49,Withdrawal,UPI,Android,Delhi,466,5,0,15763.8,1,0.74,8,0
T3031,U2321,9989.66,Transfer,Card,iOS,Bangalore,1211,12,2,23474.39,1,0.476,2,0
T3032,U6466,20945.78,Transfer,Wallet,Web,Bangalore,138,13,0,21396.57,0,0.593,3,0
T3033,U6625,37559.44,Withdrawal,UPI,Android,Delhi,1523,0,4,29668.79,0,0.921,3,0
T3034,U5916,5113.58,Payment,Card,iOS,Mumbai,1072,7,0,14919.9,0,0.54,8,0
T3035,U7079,13928.75,Withdrawal,Wallet,Android,Delhi,1491,17,3,15938.02,0,0.237,8,0
T3036,U5830,13852.14,Withdrawal,Wallet,Android,Mumbai,821,13,4,1676.51,0,0.739,6,0
T3037,U9413,21629.35,Transfer,NetBanking,Android,Mumbai,882,1,3,11742.55,0,0.375,7,0
T3038,U5623,49019.42,Transfer,UPI,Android,Chennai,359,23,2,27670.92,0,0.285,1,0
T3039,U1400,3421.75,Transfer,Card,Web,Delhi,654,11,2,10579.24,0,0.248,8,0
T3040,U7558,25959.11,Withdrawal,NetBanking,Web,Bangalore,1924,23,4,23006.74,0,0.079,7,0
T3041,U7066,9009.27,Withdrawal,UPI,iOS,Hyderabad,461,0,1,29330.22,0,0.933,5,1
T3042,U4131,48535.29,Payment,Wallet,iOS,Hyderabad,1413,20,1,3892.77,0,0.563,5,1
T3043,U4610,5709.51,Withdrawal,UPI,Android,Delhi,118,14,4,10086.39,0,0.955,2,0
T3044,U8767,20209.87,Withdrawal,Card,Android,Hyderabad,1617,10,4,14283.79,0,0.862,1,0
T3045,U9607,36907.35,Transfer,Wallet,Android,Mumbai,1241,17,3,7197.51,0,0.03,9,0
T3046,U5507,35242.49,Transfer,NetBanking,Web,Hyderabad,586,16,2,471.85,0,0.247,3,0
T3047,U6558,21165.3,Transfer,UPI,Android,Mumbai,250,2,4,14111.26,0,0.315,5,0
T3048,U4499,17358.88,Transfer,UPI,iOS,Mumbai,600,14,0,16144.82,0,0.49,8,0
T3049,U3192,19910.74,Transfer,NetBanking,Android,Bangalore,1121,12,3,18800.49,0,0.716,7,0
T3050,U1937,13250.6,Payment,UPI,Web,Hyderabad,1432,2,2,24833.73,0,0.681,7,0
T3051,U4011,10306.38,Payment,UPI,Android,Bangalore,1723,12,3,7665.97,0,0.987,4,0
T3052,U6258,24177.83,Payment,UPI,Web,Hyderabad,1295,8,2,1924.98,0,0.923,4,0
T3053,U7305,13463.26,Transfer,Wallet,Web,Mumbai,587,9,0,2786.06,0,0.186,6,0
T3054,U2423,14408.71,Transfer,Wallet,Web,Hyderabad,334,0,2,14972.54,0,0.86,4,0
T3055,U6221,32854.97,Transfer,Card,Web,Bangalore,380,1,3,27674.87,0,0.843,7,0
T3056,U3319,48428.44,Payment,UPI,iOS,Chennai,1968,13,2,29468.1,1,0.575,2,0
T3057,U5212,30201.68,Transfer,Card,Web,Bangalore,114,4,3,6231.03,0,0.338,7,0
T3058,U8947,3895.12,Payment,Wallet,iOS,Chennai,107,21,4,4643.82,0,0.209,3,0
T3059,U3433,3825.4,Transfer,UPI,iOS,Delhi,1520,9,0,10668.81,1,0.212,8,0
T3060,U3461,47573.59,Withdrawal,Card,Android,Bangalore,105,18,3,13970.3,0,0.338,5,0
T3061,U6862,14899.67,Payment,UPI,Android,Hyderabad,1958,7,1,24261.15,0,0.504,9,0
T3062,U6350,4648.75,Withdrawal,UPI,Web,Chennai,1505,12,1,23260.74,0,0.584,4,1
T3063,U5921,29972.28,Payment,NetBanking,Android,Hyderabad,55,8,2,27687.72,0,0.325,5,0
T3064,U3819,31201.26,Transfer,Card,Web,Chennai,899,17,4,25757.21,1,0.357,1,0
T3065,U8659,32442.82,Transfer,Wallet,Android,Bangalore,40,3,4,13219.9,0,0.014,3,0
T3066,U9963,13406.73,Withdrawal,Card,Web,Bangalore,417,7,1,668.78,0,0.002,4,0
T3067,U2881,804.78,Transfer,Card,Android,Hyderabad,1408,4,2,7174.03,0,0.907,9,0
T3068,U3739,48252.52,Payment,Card,Android,Bangalore,1415,5,4,18340.63,0,0.014,8,0
T3069,U4017,12582.11,Transfer,NetBanking,iOS,Hyderabad,1944,19,4,15094.68,0,0.033,2,0
T3070,U6233,33817.51,Transfer,UPI,Android,Mumbai,725,4,2,7280.79,0,0.206,6,1
T3071,U4091,35346.16,Payment,Wallet,Android,Chennai,1693,0,3,4034.82,0,0.743,4,0
T3072,U8959,30519.87,Withdrawal,NetBanking,Web,Hyderabad,653,18,1,6558.76,0,0.679,5,0
T3073,U6156,15679.72,Withdrawal,Wallet,iOS,Chennai,707,3,4,7866.37,0,0.647,9,0
T3074,U8494,13591.26,Transfer,NetBanking,Web,Mumbai,982,0,3,26031.99,0,0.575,4,0
T3075,U5794,29903.53,Payment,UPI,Android,Chennai,710,18,3,21336.83,0,0.202,5,0
T3076,U3740,43311.48,Withdrawal,Wallet,Web,Hyderabad,1522,3,3,16614.74,0,0.398,7,0
T3077,U2894,47339.35,Withdrawal,Card,iOS,Bangalore,1672,13,3,726.14,0,0.478,7,0
T3078,U7441,5339.99,Transfer,NetBanking,Web,Chennai,885,13,0,24653.77,0,0.582,6,0
T3079,U7239,7783.69,Payment,Wallet,Android,Chennai,915,8,0,16618.66,0,0.198,3,1
T3080,U7655,47239.58,Withdrawal,UPI,Web,Mumbai,818,18,2,18857.48,1,0.729,1,0
T3081,U4321,36839.93,Transfer,Wallet,Android,Delhi,1342,10,1,2062.84,0,0.309,9,0
T3082,U7373,44155.54,Transfer,NetBanking,iOS,Bangalore,608,15,2,24464.02,0,0.66,6,0
T3083,U9481,10171.5,Transfer,UPI,iOS,Hyderabad,976,18,0,24977.64,1,0.514,3,0
T3084,U3579,29399.91,Transfer,Card,Web,Mumbai,642,3,2,26511.93,0,0.592,1,1
T3085,U5839,35071.92,Withdrawal,NetBanking,iOS,Hyderabad,1877,8,2,15889.88,0,0.413,6,0
T3086,U8489,34021.59,Payment,NetBanking,Web,Hyderabad,1849,16,3,11881.93,0,0.445,3,0
T3087,U5969,20437.18,Transfer,UPI,Android,Chennai,1944,14,4,2284.09,0,0.868,1,1
T3088,U3517,818.97,Transfer,NetBanking,Web,Mumbai,144,7,0,5897.16,0,0.476,5,0
T3089,U8818,29167.16,Withdrawal,Wallet,Android,Mumbai,337,12,0,6844.51,0,0.794,1,0
T3090,U5936,12692.42,Transfer,Card,iOS,Bangalore,208,0,2,1974.43,0,0.395,3,0
T3091,U4968,22540.2,Transfer,Wallet,Android,Delhi,692,1,4,4715.82,0,0.701,3,0
T3092,U5411,47881.17,Payment,UPI,Android,Hyderabad,1293,9,2,26615.43,1,0.233,6,0
T3093,U8352,19981.81,Transfer,NetBanking,Android,Bangalore,133,20,1,16407.54,0,0.917,4,0
T3094,U3811,41998.09,Withdrawal,Card,Android,Bangalore,763,12,0,22958.29,0,0.967,8,1
T3095,U8174,9467.6,Payment,UPI,Android,Hyderabad,1980,10,3,8323.21,0,0.901,3,0
T3096,U3092,33639.4,Withdrawal,Wallet,Web,Chennai,1616,13,3,4124.48,0,0.346,8,0
T3097,U9210,48851.5,Payment,NetBanking,Android,Chennai,391,15,3,11260.29,0,0.276,7,0
T3098,U3027,5139.56,Payment,NetBanking,Android,Hyderabad,1540,5,0,23810.26,1,0.182,2,0
T3099,U2756,465.58,Transfer,UPI,Android,Mumbai,580,1,0,8990.21,0,0.873,8,0
T3100,U2007,21707.46,Transfer,Wallet,Android,Delhi,1142,4,3,6215.59,0,0.119,1,0
T3101,U5070,4676.64,Transfer,NetBanking,Android,Chennai,1074,18,0,769.67,0,0.642,9,1
T3102,U4456,37431.8,Withdrawal,Wallet,Android,Delhi,1478,6,3,18757.93,0,0.331,7,0
T3103,U3795,45731.71,Transfer,Card,iOS,Bangalore,807,16,1,13131.07,0,0.188,6,0
T3104,U2850,21729.35,Transfer,NetBanking,Web,Bangalore,900,4,1,7836.83,0,0.184,8,0
T3105,U5293,12972.65,Payment,Card,Android,Hyderabad,1179,11,1,15640.65,0,0.871,9,0
T3106,U7206,21748.45,Transfer,NetBanking,Web,Hyderabad,1831,18,2,21048.66,0,0.86,8,0
T3107,U9408,36186.22,Transfer,UPI,iOS,Hyderabad,1936,17,2,7499.26,0,0.272,6,0
T3108,U7336,502.26,Transfer,NetBanking,iOS,Chennai,1597,11,4,18302.24,0,0.034,4,0
T3109,U9541,29493.23,Transfer,NetBanking,Android,Delhi,185,2,4,7878.57,1,0.869,9,0
T3110,U9944,30683.92,Payment,Wallet,Web,Bangalore,1312,3,4,29601.16,0,0.057,8,0
T3111,U4975,31902.53,Transfer,Wallet,Android,Delhi,389,14,1,21998.47,0,0.085,8,0
T3112,U4882,12139.0,Payment,Card,iOS,Chennai,174,14,1,18119.48,0,0.822,3,0
T3113,U7906,35716.93,Withdrawal,Card,iOS,Delhi,1872,10,1,5252.69,0,0.817,9,0
T3114,U6476,4615.0,Transfer,Card,Web,Delhi,1519,1,0,17633.18,0,0.202,7,0
T3115,U9394,10003.55,Transfer,NetBanking,Android,Hyderabad,773,17,0,24033.64,0,0.038,1,0
T3116,U1625,43879.63,Transfer,NetBanking,Web,Delhi,624,2,1,22139.51,0,0.063,2,0
T3117,U2875,36949.22,Payment,Card,Web,Delhi,1598,17,3,23362.95,0,0.453,2,0
T3118,U8405,736.59,Transfer,UPI,iOS,Delhi,1800,13,4,9602.21,0,0.418,1,0
T3119,U4489,12456.39,Transfer,UPI,Web,Mumbai,1394,5,2,9915.08,0,0.182,1,0
T3120,U9138,10759.6,Withdrawal,NetBanking,iOS,Bangalore,182,1,4,16212.63,1,0.909,4,0
T3121,U6145,13576.78,Payment,UPI,Android,Bangalore,772,0,3,8431.88,0,0.552,7,0
T3122,U8941,12415.61,Payment,UPI,Web,Delhi,1210,7,0,3479.09,0,0.807,6,0
T3123,U6315,3173.19,Withdrawal,Card,Web,Hyderabad,1082,9,1,13887.54,0,0.104,7,0
T3124,U7829,22974.08,Payment,UPI,Android,Hyderabad,1144,19,0,157.53,0,0.973,8,0
T3125,U5997,36650.04,Transfer,UPI,Web,Hyderabad,1243,17,0,22846.67,0,0.81,8,0
T3126,U8775,30356.25,Transfer,NetBanking,Android,Bangalore,1793,19,3,22515.64,0,0.288,3,0
T3127,U9728,33659.94,Withdrawal,NetBanking,iOS,Chennai,1720,10,0,16602.28,0,0.021,7,0
T3128,U1891,4103.4,Payment,NetBanking,iOS,Delhi,628,17,0,22453.81,0,0.165,6,0
T3129,U1367,47576.96,Payment,UPI,Web,Bangalore,674,15,4,18773.39,0,0.419,8,0
T3130,U9774,41932.67,Payment,Card,iOS,Hyderabad,868,4,4,20953.91,0,0.003,3,0
T3131,U1861,40264.26,Withdrawal,Wallet,iOS,Bangalore,1188,6,3,2033.21,0,0.041,9,0
T3132,U6435,41158.04,Transfer,NetBanking,Android,Bangalore,1685,21,1,26449.84,1,0.099,5,0
T3133,U2873,46638.89,Withdrawal,NetBanking,iOS,Bangalore,1696,1,4,19353.54,0,0.81,2,0
T3134,U5787,27235.49,Transfer,NetBanking,iOS,Hyderabad,1306,10,0,18357.86,0,0.547,4,0
T3135,U7671,10054.09,Withdrawal,Card,iOS,Chennai,565,12,2,11678.5,0,0.191,7,0
T3136,U8670,30858.34,Transfer,Wallet,Android,Mumbai,1616,19,4,941.25,0,0.264,1,0
T3137,U5803,37156.93,Payment,Wallet,Web,Delhi,646,23,2,27053.71,0,0.642,1,0
T3138,U6752,36908.97,Payment,NetBanking,Android,Delhi,1697,15,1,29571.39,1,0.319,9,0
T3139,U9680,26096.38,Payment,UPI,Web,Bangalore,1488,13,0,24252.82,0,0.682,3,0
T3140,U5630,3469.51,Withdrawal,NetBanking,Web,Chennai,1894,6,4,27459.67,1,0.778,1,0
T3141,U3991,18587.09,Withdrawal,NetBanking,iOS,Hyderabad,1349,6,1,3716.63,0,0.307,7,0
T3142,U1401,46042.29,Withdrawal,UPI,iOS,Mumbai,1854,11,3,3947.39,0,0.367,7,0
T3143,U7518,29243.22,Payment,UPI,Android,Mumbai,1765,11,1,26400.23,1,0.05,2,0
T3144,U5794,26939.68,Transfer,NetBanking,Android,Bangalore,224,19,3,1819.43,0,0.82,8,1
T3145,U8475,13479.23,Payment,Card,Android,Bangalore,1363,0,3,2886.79,0,0.606,3,0
T3146,U9384,18454.02,Payment,Card,iOS,Hyderabad,153,22,4,24523.74,1,0.888,3,0
T3147,U7477,44772.54,Transfer,UPI,Web,Hyderabad,628,5,2,16753.54,0,0.189,5,0
T3148,U5262,33339.83,Transfer,NetBanking,Android,Hyderabad,1017,7,3,11812.64,0,0.961,2,0
T3149,U7918,39379.98,Transfer,Card,Web,Bangalore,363,12,0,16648.11,0,0.707,4,0
T3150,U3890,22744.55,Transfer,NetBanking,iOS,Chennai,290,4,4,26374.56,0,0.197,2,0
T3151,U4242,31530.85,Payment,NetBanking,iOS,Bangalore,1355,23,3,22738.26,0,0.463,9,1
T3152,U6687,12456.76,Withdrawal,NetBanking,iOS,Bangalore,1339,9,4,20779.06,1,0.699,6,0
T3153,U2405,35287.77,Payment,Card,iOS,Mumbai,846,13,0,29308.88,0,0.017,1,1
T3154,U3729,21408.69,Transfer,Wallet,Web,Hyderabad,1879,23,4,15687.07,0,0.78,9,0
T3155,U4813,22155.15,Withdrawal,NetBanking,Web,Delhi,1512,8,4,289.09,1,0.948,8,0
T3156,U2794,32483.65,Withdrawal,Card,Android,Hyderabad,1969,16,3,12928.08,0,0.081,2,0
T3157,U3299,46817.22,Payment,Wallet,Web,Chennai,399,2,1,2987.5,0,0.898,3,0
T3158,U7938,3247.12,Payment,UPI,Web,Chennai,1097,11,4,3581.97,0,0.464,7,0
T3159,U1499,41245.92,Payment,Card,Web,Hyderabad,1829,11,3,7721.54,0,0.516,4,0
T3160,U5951,14654.54,Withdrawal,Wallet,Android,Hyderabad,274,10,0,11502.88,0,0.84,8,0
T3161,U1457,22223.78,Withdrawal,Card,Web,Bangalore,15,21,0,14499.83,0,0.59,1,0
T3162,U2355,1144.57,Withdrawal,Wallet,Web,Delhi,922,3,1,5177.62,0,0.351,4,0
T3163,U1586,15087.25,Transfer,Wallet,Web,Bangalore,177,7,0,9420.44,0,0.733,1,0
T3164,U2358,25156.43,Transfer,Card,iOS,Mumbai,364,9,3,8368.53,0,0.138,7,0
T3165,U2539,2856.0,Payment,UPI,Web,Mumbai,182,13,1,11020.9,0,0.666,9,0
T3166,U4553,24580.23,Withdrawal,NetBanking,Android,Chennai,859,0,3,3328.92,0,0.775,1,0
T3167,U7338,46359.18,Payment,Wallet,Android,Chennai,128,11,1,11980.49,0,0.335,8,0
T3168,U5775,5314.39,Withdrawal,NetBanking,Android,Delhi,1972,4,1,16675.08,0,0.97,6,0
T3169,U6660,38233.81,Payment,UPI,Android,Chennai,1259,13,3,2998.75,0,0.641,6,0
T3170,U9951,20513.07,Transfer,NetBanking,iOS,Mumbai,183,3,1,15671.03,0,0.096,8,0
T3171,U2707,32775.93,Withdrawal,NetBanking,Android,Delhi,968,16,3,22701.79,0,0.966,1,0
T3172,U7646,13048.82,Transfer,Card,iOS,Mumbai,138,21,0,346.37,0,0.744,9,0
T3173,U7934,8016.64,Withdrawal,Card,iOS,Hyderabad,196,12,0,1521.09,0,0.696,6,0
T3174,U2437,8065.11,Payment,UPI,iOS,Hyderabad,1096,2,4,14047.58,0,0.253,3,0
T3175,U6551,3571.07,Withdrawal,Card,Android,Delhi,902,10,2,26196.05,0,0.473,1,0
T3176,U1636,9323.05,Transfer,Wallet,Android,Bangalore,1307,10,2,29933.88,0,0.901,4,0
T3177,U3097,33227.76,Withdrawal,UPI,iOS,Chennai,607,4,0,2892.48,0,0.308,5,0
T3178,U6648,44090.45,Payment,Card,iOS,Delhi,219,5,4,648.42,0,0.423,4,0
T3179,U9238,40715.58,Withdrawal,Card,Android,Chennai,1018,3,2,6940.22,0,0.257,7,0
T3180,U8728,34272.46,Transfer,UPI,Web,Mumbai,1226,9,3,14077.36,0,0.216,6,0
T3181,U2892,5566.07,Payment,Wallet,Web,Bangalore,759,9,3,17196.7,1,0.044,5,0
T3182,U7681,14494.91,Transfer,UPI,Web,Chennai,541,11,1,29207.2,0,0.737,3,0
T3183,U3479,15524.85,Withdrawal,Card,Android,Hyderabad,961,21,2,26665.06,0,0.091,9,0
T3184,U3307,12535.35,Transfer,Card,Android,Hyderabad,1215,22,3,16906.75,0,0.531,3,0
T3185,U9479,25774.53,Withdrawal,UPI,iOS,Mumbai,569,17,2,10915.24,0,0.05,3,0
T3186,U8793,26800.91,Payment,Wallet,Android,Delhi,237,14,1,9706.78,0,0.984,3,0
T3187,U9998,17876.45,Transfer,Wallet,Android,Chennai,575,22,0,17221.48,0,0.709,8,0
T3188,U3523,17721.77,Transfer,NetBanking,Android,Mumbai,623,22,4,21668.45,0,0.63,2,0
T3189,U8196,41436.35,Withdrawal,Wallet,iOS,Hyderabad,98,17,1,14501.81,0,0.186,4,0
T3190,U3384,39475.18,Transfer,UPI,iOS,Hyderabad,1177,2,1,9201.52,0,0.528,8,0
T3191,U2635,15424.4,Transfer,Wallet,Web,Hyderabad,1693,2,1,18433.64,0,0.504,1,0
T3192,U4015,45693.73,Payment,Wallet,Web,Bangalore,1775,0,4,16782.47,0,0.359,3,0
T3193,U9732,47643.11,Withdrawal,NetBanking,Android,Bangalore,824,16,3,12878.31,0,0.156,4,0
T3194,U3947,16370.79,Withdrawal,Wallet,Android,Hyderabad,259,9,2,22475.84,0,0.367,6,0
T3195,U3248,17753.53,Payment,NetBanking,iOS,Delhi,234,5,0,8538.41,1,0.609,2,0
T3196,U1716,25306.43,Payment,NetBanking,Web,Bangalore,912,10,0,14599.26,0,0.487,7,0
T3197,U7337,47058.98,Withdrawal,Wallet,Web,Chennai,1952,13,4,28216.15,0,0.57,3,0
T3198,U7308,43822.16,Payment,Card,Web,Bangalore,980,16,0,21712.58,0,0.572,8,0
T3199,U3146,5173.27,Payment,UPI,Android,Chennai,682,6,4,11700.36,0,0.245,2,0
T3200,U5752,19666.9,Payment,UPI,Android,Bangalore,177,21,4,16430.71,1,0.111,9,0
T3201,U9012,27690.89,Withdrawal,Wallet,Android,Hyderabad,119,3,2,12223.91,0,0.522,4,0
T3202,U8354,25181.47,Payment,UPI,iOS,Chennai,1806,10,2,3465.19,0,0.892,8,0
T3203,U8091,9733.46,Transfer,UPI,Web,Delhi,1206,18,4,10114.62,0,0.995,4,0
T3204,U3874,42947.9,Transfer,NetBanking,iOS,Bangalore,1544,8,2,25827.25,0,0.786,6,0
T3205,U5424,33863.19,Withdrawal,Card,Web,Bangalore,1912,20,3,13889.94,0,0.221,8,0
T3206,U7722,41903.52,Payment,UPI,Android,Hyderabad,306,7,1,17580.66,0,0.63,5,0
T3207,U3263,42945.28,Transfer,Card,iOS,Chennai,1937,19,0,5525.26,0,0.239,6,1
T3208,U5400,37430.37,Withdrawal,UPI,iOS,Hyderabad,252,3,0,10751.32,0,0.576,2,0
T3209,U7114,21988.57,Transfer,Card,Android,Chennai,218,15,0,27883.23,0,0.481,4,0
T3210,U4991,30546.81,Payment,Card,Web,Bangalore,1276,5,0,9495.94,0,0.382,5,0
T3211,U4615,8060.25,Withdrawal,UPI,Web,Bangalore,1287,5,3,7591.78,0,0.642,1,0
T3212,U8870,33698.59,Transfer,NetBanking,Web,Bangalore,1115,18,3,1771.4,0,0.858,7,0
T3213,U2970,9003.7,Withdrawal,Card,Web,Bangalore,1467,1,1,3007.2,0,0.337,6,0
T3214,U5979,34712.78,Transfer,Card,Android,Mumbai,1508,10,4,17585.2,0,0.486,4,0
T3215,U9846,11518.43,Transfer,UPI,Android,Bangalore,1576,17,2,19834.98,0,0.456,4,0
T3216,U5280,5921.69,Payment,Card,Android,Bangalore,1037,8,1,19283.26,0,0.249,3,0
T3217,U4150,8305.96,Payment,Card,Android,Chennai,1227,15,0,16240.9,0,0.421,1,0
T3218,U2912,149.51,Transfer,NetBanking,iOS,Bangalore,1089,10,2,14780.04,0,0.022,6,0
T3219,U7937,35951.04,Withdrawal,Card,iOS,Bangalore,270,13,1,2257.01,0,0.517,5,0
T3220,U4415,36633.43,Withdrawal,NetBanking,iOS,Chennai,1626,7,0,25236.79,1,0.721,6,0
